Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL6044474,,,564.52,1.0,3.18,BDBM567915,Nc1ncnc2c1ncn2Cc1cc(-c2ccc(OC(F)F)c(F)c2)ncc1N1CCC[C@](N)([C@H](O)C(F)F)C1,kon,'=',,,,,1198324,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL5819117,,,552.57,2.0,2.47,BDBM567922,Cn1ncc2cc(-c3cc(Cn4cnc5c(N)ncnc54)c(N4CCC[C@](N)([C@@H](O)C(F)F)C4)cn3)c(F)cc21,IC50,'=',5.5,nM,8.26,,1198331,UO_0000065,14.95,0.28,5.79,5.51,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,5.5
CHEMBL5877276,,,508.58,1.0,3.06,BDBM567925,Cc1ccc(-c2cc(Cn3cnc4c(N)ncnc43)c(N3CCC[C@](N)([C@@H](O)C(F)F)C3)cn2)c(C)c1,kon,'=',,,,,1198334,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL5957916,,,528.54,1.0,2.59,BDBM567926,COc1ccc(-c2cc(Cn3cnc4c(N)ncnc43)c(N3CCC[C@](N)([C@H](O)C(F)F)C3)cn2)cc1F,k_off,'=',,s-1,,,1198335,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL5836309,,,582.51,1.0,3.32,BDBM567927,Nc1ncnc2c1ncn2Cc1cc(-c2cc(F)c(OC(F)F)cc2F)ncc1N1CCC[C@](N)([C@H](O)C(F)F)C1,k_off,'=',,s-1,,,1198336,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL5930980,,,548.52,1.0,3.52,BDBM567931,Nc1ncnc2c1ncn2Cc1cc(-c2ccc(C(F)F)cc2F)ncc1N1CCC[C@](N)([C@@H](O)C(F)F)C1,kon,'=',,,,,1198340,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL6024748,,,548.6,2.0,2.64,BDBM567935,Cc1cc2c(cnn2C)cc1-c1cc(Cn2cnc3c(N)ncnc32)c(N2CCC[C@](N)([C@@H](O)C(F)F)C2)cn1,IC50,'=',525.0,nM,6.28,,1198344,UO_0000065,11.45,0.21,3.64,4.19,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,525.0
CHEMBL5879856,,,528.54,1.0,2.59,BDBM567972,COc1cc(F)ccc1-c1cc(Cn2cnc3c(N)ncnc32)c(N2CCC[C@](N)([C@H](O)C(F)F)C2)cn1,k_off,'=',,s-1,,,1198381,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL5747031,,,533.95,1.0,2.63,BDBM567975,Nc1ncnc2c1ncn2Cc1cc(-c2ccc(F)c(Cl)n2)ncc1N1CCC[C@](N)([C@@H](O)C(F)F)C1,k_off,'=',,s-1,,,1198384,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL5900770,,,514.54,1.0,3.04,BDBM568057,Nc1ncnc2c1ncn2Cc1cc(-c2ccc(F)c(F)c2)ncc1N1CCCC(N)(c2cnccn2)C1,kon,'=',,,,,1198466,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL1473059,,,307.29,0.0,1.85,SID85270375,O=C(COC(=O)c1ccccc1)Nc1ncc([N+](=O)[O-])s1,AC50,'=',2740.0,nM,5.56,,active,UO_0000065,18.1,0.36,3.71,4.99,0,CHEMBL3214944,"PubChem BioAssay. Development of Small Molecule Probes of the Histone Methyltransferase, NSD2 Measured in Biochemical System Using Plate Reader - 7053-01_Inhibitor_Dose_CherryPick_Activity.   (Class of assay: confirmatory) ",B,BAO_0000217,biochemical format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,2.74
